name	symbol	synonym	length	chromStart	chromEnd	strand	description	chrom	goterms	ecnums	kegg	pathways	cogs	pfams	operons
Rv2336			969	2610836	2611805	+	hypothetical protein	chr							Rv2336-Rv2336
Rv2337c		Rv2337	1119	2611868	2612987	-	hypothetical protein	chr							Rv2337c-Rv2337c
Rv2338c	moeW	Rv2338	957	2613106	2614063	-	molybdopterin biosynthesis protein	chr					COG:H	PF00899.13	moeW-moeW
Rv2339	mmpL9		2889	2614692	2617581	+	transmembrane transport protein	chr					COG:R	PF03176.7	mmpL9-mmpL9
Rv2340c	PE_PGRS39	Rv2340	1242	2617666	2618908	-	PE-PGRS family protein	chr						PF00934.12	PE_PGRS39-PE_PGRS39
Rv2341	lppQ		420	2619596	2620016	+	lipoprotein	chr							lppQ-lppQ
Rv2342			258	2620271	2620529	+	conserved hypothetical protein	chr							Rv2342-Rv2342
Rv2343c	dnaG	Rv2343	1920	2620532	2622452	-	DNA primase	chr	GO:0006260,GO:0008270,GO:0003676,GO:0003677,GO:0006304,GO:0003896	EC:2.7.7.-	KEGG:01053,KEGG:00240,KEGG:03030,KEGG:00230		COG:L	PF01751.14,PF01807.12,PF08275.3,PF08278.3	dnaG-dgt
Rv2344c	dgt	Rv2344	1296	2622456	2623752	-	deoxyguanosine triphosphate triphosphohydrolase	chr	GO:0008832	EC:3.1.5.1	KEGG:00230		COG:F	PF01966.14	dnaG-dgt
Rv2345			1983	2623820	2625803	+	conserved membrane protein	chr					COG:R	PF04536.6	Rv2345-Rv2345
Rv2346c	esxO	Rv2346	285	2625887	2626172	-	Esat-6 like protein	chr						PF06359.3	esxO-esxO
Rv2347c	esxP	Rv2347	297	2626222	2626519	-	Esat-6 like protein	chr						PF06013.4	esxP-esxP
Rv2348c		Rv2348	327	2626653	2626980	-	hypothetical protein	chr							Rv2348c-Rv2348c
Rv2349c	plcC	Rv2349	1527	2627171	2628698	-	phospholipase C 3	chr						PF04185.6	plcC-plcC
Rv2350c	plcB	Rv2350	1539	2628780	2630319	-	membrane-associated phospholipase C 2	chr						PF04185.6	plcB-plcB
Rv2351c	plcA	Rv2351	1539	2630536	2632075	-	membrane-associated phospholipase C 1	chr		EC:3.1.4.3	KEGG:00260,KEGG:00564,KEGG:00565,KEGG:00562			PF04185.6	plcA-plcA
Rv2352c	PPE38	Rv2352	1176	2632922	2634098	-	PPE family protein	chr						PF00823.11	PPE38-PPE38
Rv2353c	PPE39	Rv2353	1065	2634527	2635592	-	PPE family protein	chr						PF01469.10	PPE39-PPE39
Rv2354			327	2635627	2635954	+	transposase	chr					COG:L	PF01527.12	Rv2354-Rv2355
Rv2355			939	2635950	2636889	+	transposase	chr					COG:L	PF00665.18	Rv2354-Rv2355
Rv2356c	PPE40	Rv2356	1848	2637687	2639535	-	PPE family protein	chr						PF00823.11,PF01469.10	PPE40-PPE40
Rv2357c	glyS	Rv2357	1392	2639672	2641064	-	glycyl-tRNA synthetase	chr	GO:0004820	EC:6.1.1.14	KEGG:00970,KEGG:00260	PWY:TRNA-CHARGING-PWY	COG:J	PF00587.17,PF03129.12	glyS-glyS
Rv2358			408	2641245	2641653	+	transcriptional regulator, arsR-family	chr					COG:K	PF01022.12	Rv2358-furB
Rv2359	furB		393	2641649	2642042	+	ferric uptake regulation protein	chr	GO:0003700				COG:P	PF01475.11	Rv2358-furB
Rv2360c		Rv2360	429	2642149	2642578	-	hypothetical protein	chr							Rv2360c-recO
Rv2361c		Rv2361	891	2642577	2643468	-	long-chain (C50)-Z-isoprenyl diphosphate synthase	chr					COG:I	PF01255.11	Rv2360c-recO
Rv2362c	recO	Rv2362	798	2643460	2644258	-	conserved hypothetical protein	chr					COG:L	PF02565.7	Rv2360c-recO
Rv2363	amiA2		1455	2644319	2645774	+	amidase	chr						PF01425.13	amiA2-amiA2
Rv2364c	era	Rv2364	903	2645770	2646673	-	GTP-binding protein	chr	GO:0003676,GO:0005622,GO:0005525				COG:R	PF01926.15,PF07650.9	era-era
Rv2365c		Rv2365	342	2646746	2647088	-	conserved hypothetical protein	chr							Rv2365c-Rv2370c
Rv2366c		Rv2366	1308	2647059	2648367	-	conserved membrane protein	chr					COG:R	PF00571.20,PF01595.12,PF03471.9	Rv2365c-Rv2370c
Rv2367c		Rv2367	549	2648363	2648912	-	hypothetical protein	chr	GO:0003674				COG:R	PF02130.9	Rv2365c-Rv2370c
Rv2368c	phoH1	Rv2368	1059	2648915	2649974	-	phosphate starvation-inducible protein	chr	GO:0003676,GO:0016036,GO:0005524				COG:T	PF00013.21,PF02562.8	Rv2365c-Rv2370c
Rv2369c		Rv2369	303	2649945	2650248	-	hypothetical protein	chr							Rv2365c-Rv2370c
Rv2370c		Rv2370	1314	2650244	2651558	-	conserved hypothetical protein	chr							Rv2365c-Rv2370c
Rv2371	PE_PGRS40		186	2651752	2651938	+	PE-PGRS family protein	chr						PF00934.12	PE_PGRS40-PE_PGRS40
Rv2372c		Rv2372	789	2652036	2652825	-	conserved hypothetical protein	chr					COG:S	PF04452.4	Rv2372c-dnaJ2
Rv2373c	dnaJ2	Rv2373	1149	2652838	2653987	-	chaperone protein	chr	GO:0031072,GO:0006457,GO:0051082				COG:O	PF00226.23,PF00684.11,PF01556.10	Rv2372c-dnaJ2
Rv2374c	hrcA	Rv2374	1032	2654061	2655093	-	heat shock protein transcriptional repressor	chr	GO:0005622,GO:0003700				COG:K	PF01628.13	hrcA-hrcA
Rv2375			318	2655264	2655582	+	conserved hypothetical protein	chr							Rv2375-Rv2375
Rv2376c	cfp2	Rv2376	507	2655608	2656115	-	low molecular weight protein antigen	chr							cfp2-cfp2
Rv2377c	mbtH	Rv2377	216	2656214	2656430	-	hypothetical protein	chr						PF03621.5	mbtH-mbtE
Rv2378c	mbtG	Rv2378	1296	2656407	2657703	-	lysine-N-oxygenase	chr		EC:1.-.-.-	KEGG:00906,KEGG:04210,KEGG:00860,KEGG:00031		COG:Q		mbtH-mbtE
Rv2379c	mbtF	Rv2379	4386	2657699	2662085	-	peptide synthetase	chr		EC:2.7.7.-	KEGG:00240,KEGG:01053,KEGG:00230,KEGG:03030		COG:Q	PF00501.20,PF00550.17,PF00668.12	mbtH-mbtE
Rv2380c	mbtE	Rv2380	5049	2662066	2667115	-	peptide synthetase	chr		EC:2.7.7.-	KEGG:03030,KEGG:01053,KEGG:00230,KEGG:00240		COG:Q	PF00501.20,PF00550.17,PF00668.12	mbtH-mbtE
Rv2381c	mbtD	Rv2381	3015	2667254	2670269	-	polyketide synthetase	chr					COG:Q	PF00106.17,PF00550.17,PF00698.13,PF01370.13,PF08659.2	mbtD-mbtB
Rv2382c	mbtC	Rv2382	1335	2670268	2671603	-	polyketide synthetase	chr	GO:0004314	EC:2.3.1.39	KEGG:00061		COG:Q	PF00109.18,PF02801.14	mbtD-mbtB
Rv2383c	mbtB	Rv2383	4245	2671592	2675837	-	phenyloxazoline synthase	chr					COG:Q,COG:Q	PF00501.20,PF00550.17,PF00668.12,PF00975.12,PF08415.2	mbtD-mbtB
Rv2384	mbtA		1698	2675935	2677633	+	bifunctional salicyl-AMP ligase/salicyl-S-arcp synthetase	chr	GO:0008668	EC:2.7.7.58	KEGG:01053		COG:Q	PF00501.20	mbtA-mbtA
Rv2385	mbtJ		921	2677728	2678649	+	acetyl hydrolase	chr					COG:I	PF07859.5	mbtJ-mbtJ
Rv2386c	mbtI	Rv2386	1353	2678652	2680005	-	isochorismate synthase	chr	GO:0004049	EC:4.1.3.27	KEGG:00400,KEGG:02020	PWY:TRPSYN-PWY	COG:H,COG:E	PF00425.10	mbtI-mbtI
Rv2387			1254	2680764	2682018	+	conserved hypothetical protein	chr						PF05982.4	Rv2387-Rv2387
Rv2388c	hemN	Rv2388	1128	2682014	2683142	-	oxygen-independent coproporphyrinogen III oxidase	chr	GO:0051989	EC:1.3.99.22	KEGG:00860	PWY:HEMESYN2-PWY	COG:H	PF04055.13,PF06969.8	hemN-hemN
Rv2389c	rpfD	Rv2389	465	2683247	2683712	-	resuscitation-promoting factor	chr						PF06737.6	rpfD-Rv2390c
Rv2390c		Rv2390	558	2683708	2684266	-	conserved hypothetical protein	chr							rpfD-Rv2390c
Rv2391	nirA		1692	2684678	2686370	+	ferredoxin-dependent nitrite reductase	chr		EC:1.8.7.1	KEGG:00920,KEGG:00450		COG:P	PF01077.14,PF03460.9	nirA-ggtB
Rv2392	cysH		765	2686366	2687131	+	3-phosphoadenosine 5-phosphosulfate reductase	chr		EC:1.8.4.8,EC:1.8.4.10	KEGG:00920	PWY:SO4ASSIM-PWY	COG:H,COG:E	PF01507.11	nirA-ggtB
Rv2393			846	2687127	2687973	+	conserved hypothetical protein	chr	GO:0051266	EC:4.99.1.4	KEGG:00860		COG:S	PF01903.9	nirA-ggtB
Rv2394	ggtB		1932	2688009	2689941	+	gamma-glutamyltranspeptidase precursor	chr	GO:0003840	EC:2.3.2.2	KEGG:00480,KEGG:00430,KEGG:00460,KEGG:00450,KEGG:00590			PF01019.13	nirA-ggtB
Rv2395			2004	2690071	2692075	+	conserved membrane protein	chr					COG:S	PF03169.7	Rv2395-Rv2395
Rv2396	PE_PGRS41		1086	2692798	2693884	+	PE-PGRS family protein	chr						PF00934.12	PE_PGRS41-PE_PGRS41
Rv2397c	cysA1	Rv2397	1056	2693908	2694964	-	sulfate-transport ATP-binding protein ABC transporter	chr	GO:0032146,GO:0015419	EC:3.6.3.25	KEGG:02010		COG:P	PF00005.19,PF03459.9	cysA1-subI
Rv2398c	cysW	Rv2398	819	2694980	2695799	-	sulfate-transport membrane protein ABC transporter	chr	GO:0006810,GO:0016020,GO:0005215				COG:P	PF00528.14	cysA1-subI
Rv2399c	cysT	Rv2399	852	2695795	2696647	-	sulfate-transport membrane protein ABC transporter	chr	GO:0006810,GO:0016020,GO:0005215				COG:O	PF00528.14	cysA1-subI
Rv2400c	subI	Rv2400	1071	2696643	2697714	-	sulfate-binding lipoprotein	chr	GO:0006810,GO:0005215				COG:P		cysA1-subI
Rv2401			330	2697727	2698057	+	hypothetical protein	chr							Rv2401-Rv2401
Rv2401A			204	2698041	2698245	-	conserved membrane protein	chr							Rv2401A-Rv2401A
Rv2402			1929	2698528	2700457	+	conserved hypothetical protein	chr					COG:G	PF00723.13	Rv2402-Rv2402
Rv2403c	lppR	Rv2403	756	2700534	2701290	-	lipoprotein	chr							lppR-lepA
Rv2404c	lepA	Rv2404	1962	2701286	2703248	-	GTP-binding protein	chr	GO:0006412,GO:0005525				COG:M	PF00009.19,PF00679.16,PF03144.17,PF06421.4	lppR-lepA
Rv2405			570	2703268	2703838	+	conserved hypothetical protein	chr	GO:0003963	EC:6.5.1.4					Rv2405-Rv2405
Rv2406c		Rv2406	429	2704008	2704437	-	conserved hypothetical protein	chr	GO:0003938	EC:1.1.1.205	KEGG:00230		COG:R	PF00571.20	Rv2406c-Rv2406c
Rv2407			822	2704696	2705518	+	conserved hypothetical protein	chr					COG:R		Rv2407-Rv2407
Rv2408	PE24		720	2706016	2706736	+	PE family protein	chr						PF00934.12	PE24-PE24
Rv2409c		Rv2409	840	2706493	2707333	-	conserved hypothetical protein	chr					COG:E	PF01841.11,PF08379.2	Rv2409c-Rv2411c
Rv2410c		Rv2410	978	2707332	2708310	-	conserved hypothetical protein	chr					COG:S	PF04168.4	Rv2409c-Rv2411c
Rv2411c		Rv2411	1656	2708309	2709965	-	conserved hypothetical protein	chr					COG:S	PF04169.5,PF04174.5	Rv2409c-Rv2411c
Rv2412	rpsT		261	2710074	2710335	+	30S ribosomal protein S20	chr	GO:0006412,GO:0003723,GO:0005622,GO:0003735,GO:0005840				COG:J	PF01649.10	rpsT-rpsT
Rv2413c		Rv2413	951	2710350	2711301	-	conserved hypothetical protein	chr					COG:L	PF06144.5	Rv2413c-Rv2415c
Rv2414c		Rv2414	1545	2711331	2712876	-	conserved hypothetical protein	chr					COG:R	PF03772.8	Rv2413c-Rv2415c
Rv2415c		Rv2415	894	2712890	2713784	-	conserved hypothetical protein	chr					COG:L	PF00633.15	Rv2413c-Rv2415c
Rv2416c	eis	Rv2416	1209	2714123	2715332	-	enhanced intracellular survival protein	chr					COG:R		eis-eis
Rv2417c		Rv2417	843	2715471	2716314	-	conserved hypothetical protein	chr					COG:S	PF02645.8	Rv2417c-Rv2417c
Rv2418c		Rv2418	744	2716394	2717138	-	hypothetical protein	chr							Rv2418c-nadD
Rv2419c		Rv2419	672	2717127	2717799	-	phosphoglycerate mutase	chr				PWY:GLYCOLYSIS,PWY:GLUCONEO-PWY,PWY:P106-PWY,PWY:P81-PWY,PWY:P122-PWY	COG:G	PF00300.14	Rv2418c-nadD
Rv2420c		Rv2420	381	2717795	2718176	-	conserved hypothetical protein	chr						PF02410.7	Rv2418c-nadD
Rv2421c	nadD	Rv2421	636	2718172	2718808	-	nicotinate-nucleotide adenylyltransferase	chr	GO:0004515	EC:2.7.7.18	KEGG:00760	PWY:PYRIDNUCSYN-PWY	COG:H	PF01467.18	Rv2418c-nadD
Rv2422			273	2719082	2719355	+	hypothetical protein	chr							Rv2422-Rv2422
Rv2423			1047	2719596	2720643	+	hypothetical protein	chr						PF08241.4	Rv2423-Rv2423
Rv2424c		Rv2424	1002	2720775	2721777	-	transposase	chr					COG:L	PF02371.8	Rv2424c-Rv2424c
Rv2425c		Rv2425	1443	2721865	2723308	-	conserved hypothetical protein	chr					COG:R	PF05762.6	Rv2425c-Rv2426c
Rv2426c		Rv2426	876	2723307	2724183	-	conserved hypothetical protein	chr					COG:R	PF07728.6	Rv2425c-Rv2426c
Rv2427Ac	oxyR'	Rv2427A	517	2725570	2726087	-	hypothetical protein	chr							proA-oxyR'
Rv2427c	proA	Rv2427	1248	2724229	2725477	-	gamma-glutamyl phosphate reductase protein	chr	GO:0004350	EC:1.2.1.41	KEGG:00220	PWY:PROSYN-PWY	COG:E	PF00171.14	proA-oxyR'
Rv2428	ahpC		588	2726192	2726780	+	alkyl hydroperoxide reductase C protein	chr		EC:1.6.4.-			COG:O	PF00578.13,PF08534.2	ahpC-ahpD
Rv2429	ahpD		534	2726805	2727339	+	alkyl hydroperoxide reductase D protein	chr					COG:S	PF02627.12	ahpC-ahpD
Rv2430c	PPE41	Rv2430	585	2727335	2727920	-	PPE family protein	chr						PF00823.11	PPE41-PPE41
Rv2431c	PE25	Rv2431	300	2727966	2728266	-	PE family protein	chr						PF00934.12	PE25-PE25
Rv2432c		Rv2432	411	2728436	2728847	-	hypothetical protein	chr							Rv2432c-Rv2435c
Rv2433c		Rv2433	291	2728843	2729134	-	hypothetical protein	chr							Rv2432c-Rv2435c
Rv2434c		Rv2434	1446	2729114	2730560	-	conserved membrane protein	chr					COG:T,COG:M	PF00027.21,PF00924.10	Rv2432c-Rv2435c
Rv2435c		Rv2435	2193	2730556	2732749	-	cyclase	chr	GO:0004016	EC:4.6.1.1	KEGG:04540,KEGG:04020,KEGG:04912,KEGG:04916,KEGG:04720,KEGG:04740,KEGG:04914,KEGG:00230,KEGG:04742		COG:N,COG:T,COG:T	PF00211.12,PF00672.17	Rv2432c-Rv2435c
Rv2436	rbsK		915	2733229	2734144	+	ribokinase	chr	GO:0004747	EC:2.7.1.15	KEGG:00030	PWY:RIBOKIN-PWY	COG:G	PF00294.16	rbsK-rbsK
Rv2437			420	2734375	2734795	+	conserved hypothetical protein	chr					COG:O	PF04140.6	Rv2437-Rv2437
Rv2438A			279	2736708	2736987	+	conserved hypothetical protein	chr							Rv2438A-Rv2438A
Rv2438c	nadE	Rv2438	2040	2734791	2736831	-	glutamine-dependent NAD(+) synthetase	chr		EC:6.3.1.5	KEGG:00910,KEGG:00760	PWY:PYRIDNUCSYN-PWY	COG:R,COG:H	PF00795.14,PF02540.9	nadE-nadE
Rv2439c	proB	Rv2439	1131	2737116	2738247	-	glutamate 5-kinase protein	chr	GO:0004349	EC:2.7.2.11	KEGG:00220	PWY:PROSYN-PWY	COG:E	PF00696.20,PF01472.12	proB-obg
Rv2440c	obg	Rv2440	1440	2738246	2739686	-	GTP1/obg-family GTP-binding protein	chr	GO:0005622,GO:0005525				COG:R	PF01018.14,PF01926.15,PF09269.3	proB-obg
Rv2441c	rpmA	Rv2441	261	2739771	2740032	-	50S ribosomal protein L27	chr	GO:0005840,GO:0005622,GO:0006412,GO:0003735					PF01016.11	rpmA-rplU
Rv2442c	rplU	Rv2442	315	2740046	2740361	-	50S ribosomal protein L21	chr	GO:0003723,GO:0005840,GO:0005622,GO:0003735,GO:0006412					PF00829.13	rpmA-rplU
Rv2443	dctA		1476	2740708	2742184	+	C4-dicarboxylate-transport transmembrane protein	chr					COG:C	PF00375.10	dctA-dctA
Rv2444c	rne	Rv2444	2862	2742122	2744984	-	ribonuclease E	chr					COG:J	PF00575.15	rne-rne
Rv2445c	ndkA	Rv2445	411	2745313	2745724	-	nucleoside diphosphate kinase	chr	GO:0004550	EC:2.7.4.6	KEGG:00240,KEGG:00230	PWY:PWY0-163,PWY:PWY0-166,PWY:DENOVOPURINE2-PWY,PWY:PWY0-162		PF00334.11	ndkA-ndkA
Rv2446c		Rv2446	372	2745766	2746138	-	conserved membrane protein	chr							Rv2446c-valS
Rv2447c	folC	Rv2447	1464	2746134	2747598	-	folylpolyglutamate synthase protein	chr		EC:6.3.2.12,EC:6.3.2.17	KEGG:00790	PWY:1CMET2-PWY,PWY:FOLSYN-PWY	COG:H	PF02875.13,PF08245.4	Rv2446c-valS
Rv2448c	valS	Rv2448	2631	2747594	2750225	-	valyl-tRNA synthase protein	chr	GO:0004832	EC:6.1.1.9	KEGG:00290,KEGG:00970	PWY:TRNA-CHARGING-PWY	COG:J	PF00133.14,PF08264.5,PF09334.3	Rv2446c-valS
Rv2449c		Rv2449	1260	2750312	2751572	-	conserved hypothetical protein	chr					COG:S	PF03435.10	Rv2449c-Rv2449c
Rv2450c	rpfE	Rv2450	519	2751661	2752180	-	resuscitation-promoting factor	chr						PF06737.6	rpfE-rpfE
Rv2451			399	2752261	2752660	+	hypothetical proline and serine rich protein	chr							Rv2451-Rv2451
Rv2452c		Rv2452	147	2752847	2752994	-	hypothetical protein	chr							Rv2452c-Rv2455c
Rv2453c	mobA	Rv2453	606	2753017	2753623	-	molybdopterin-guanine dinucleotide biosynthesis protein A	chr					COG:H		Rv2452c-Rv2455c
Rv2454c		Rv2454	1122	2753624	2754746	-	oxidoreductase beta subunit	chr	GO:0047553	EC:1.2.7.3	KEGG:00020,KEGG:00720		COG:C	PF02775.13	Rv2452c-Rv2455c
Rv2455c		Rv2455	1962	2754742	2756704	-	oxidoreductase alpha subunit	chr	GO:0047553	EC:1.2.7.3	KEGG:00720,KEGG:00020	PWY:P142-PWY	COG:C,COG:C	PF01855.11	Rv2452c-Rv2455c
Rv2456c		Rv2456	1257	2756935	2758192	-	conserved membrane transport protein	chr						PF07690.8	Rv2456c-clpX
Rv2457c	clpX	Rv2457	1281	2758207	2759488	-	ATP-dependent clp protease ATP-binding subunit	chr	GO:0046983,GO:0016887,GO:0008270,GO:0019538				COG:O	PF00004.21,PF06689.5,PF07724.6	Rv2456c-clpX
Rv2458	mmuM		909	2759778	2760687	+	homocysteine S-methyltransferase	chr	GO:0008898	EC:2.1.1.10	KEGG:00271		COG:E	PF02574.8	mmuM-mmuM
Rv2459			1527	2760853	2762380	+	conserved membrane transport protein	chr						PF07690.8	Rv2459-Rv2459
Rv2460c	clpP2	Rv2460	645	2762530	2763175	-	ATP-dependent clp protease proteolytic subunit 2	chr	GO:0008462	EC:3.4.21.92			COG:O,COG:U	PF00574.15	clpP2-clpP1
Rv2461c	clpP1	Rv2461	603	2763171	2763774	-	ATP-dependent clp protease proteolytic subunit 1	chr	GO:0008462	EC:3.4.21.92			COG:O,COG:U	PF00574.15	clpP2-clpP1
Rv2462c	tig	Rv2462	1401	2763890	2765291	-	trigger factor protein	chr		EC:5.2.1.8	KEGG:04020		COG:O	PF00254.20,PF05697.5,PF05698.6	tig-tig
Rv2463	lipP		1185	2765654	2766839	+	esterase/lipase	chr					COG:V	PF00144.16	lipP-lipP
Rv2464c		Rv2464	807	2766858	2767665	-	DNA glycosylase	chr	GO:0008534	EC:3.2.2.23			COG:L	PF01149.16,PF06831.6	Rv2464c-Rv2465c
Rv2465c		Rv2465	489	2767670	2768159	-	isomerase	chr		EC:5.3.1.6	KEGG:00030,KEGG:00710	PWY:GLUCONSUPER-PWY,PWY:NONOXIPENT-PWY,PWY:RIBOKIN-PWY	COG:G	PF02502.10	Rv2464c-Rv2465c
Rv2466c		Rv2466	624	2768260	2768884	-	conserved hypothetical protein	chr					COG:Q	PF01323.12	Rv2466c-Rv2466c
Rv2467	pepN		2586	2768985	2771571	+	aminopeptidase N	chr					COG:E	PF01433.12	pepN-pepN
Rv2468c		Rv2468	504	2771643	2772147	-	conserved hypothetical protein	chr							Rv2468c-Rv2468c
Rv2469c		Rv2469	669	2772366	2773035	-	conserved hypothetical protein	chr					COG:V	PF01844.15	Rv2469c-Rv2469c
Rv2470	glbO		387	2773177	2773564	+	oxygen-binding protein globin	chr	GO:0015671					PF01152.13	glbO-aglA
Rv2471	aglA		1641	2773563	2775204	+	alpha-glucosidase	chr						PF00128.16	glbO-aglA
Rv2472			294	2775271	2775565	+	conserved hypothetical protein	chr							Rv2472-Rv2473
Rv2473			717	2775567	2776284	+	alanine and proline rich membrane protein	chr							Rv2472-Rv2473
Rv2474c		Rv2474	654	2776315	2776969	-	conserved hypothetical protein	chr							Rv2474c-gdh
Rv2475c		Rv2475	417	2776974	2777391	-	conserved hypothetical protein	chr					COG:R		Rv2474c-gdh
Rv2476c	gdh	Rv2476	4875	2777387	2782262	-	NAD-dependent glutamate dehydrogenase	chr	GO:0004354	EC:1.4.1.4	KEGG:00910,KEGG:00251		COG:E	PF05088.4	Rv2474c-gdh
Rv2477c		Rv2477	1677	2782365	2784042	-	macrolide-transport ATP-binding protein ABC transporter	chr					COG:R	PF00005.19	Rv2477c-Rv2477c
Rv2478c		Rv2478	486	2784122	2784608	-	conserved hypothetical protein	chr					COG:L	PF00436.17	Rv2478c-Rv2478c
Rv2479c		Rv2479	1041	2784656	2785697	-	transposase	chr					COG:L	PF00665.18	Rv2479c-Rv2480c
Rv2480c		Rv2480	327	2785591	2785918	-	transposase	chr					COG:L	PF01527.12	Rv2479c-Rv2480c
Rv2481c		Rv2481	324	2786574	2786898	-	hypothetical protein	chr							Rv2481c-Rv2484c
Rv2482c	plsB2	Rv2482	2370	2786913	2789283	-	glycerol-3-phosphate acyltransferase	chr	GO:0004366	EC:2.3.1.15	KEGG:00564,KEGG:00561	PWY:TRIGLSYN-PWY,PWY:PHOSLIPSYN-PWY	COG:I	PF01553.13	Rv2481c-Rv2484c
Rv2483c	plsC	Rv2483	1743	2789279	2791022	-	bifunctionnal phospholipid biosynthesis enzyme	chr				PWY:TRIGLSYN-PWY,PWY:PHOSLIPSYN-PWY		PF01553.13	Rv2481c-Rv2484c
Rv2484c		Rv2484	1476	2791018	2792494	-	conserved hypothetical protein	chr						PF03007.8	Rv2481c-Rv2484c
Rv2485c	lipQ	Rv2485	1266	2792722	2793988	-	carboxylesterase	chr					COG:I	PF07859.5	lipQ-lipQ
Rv2486	echA14		771	2794349	2795120	+	enoyl-CoA hydratase	chr	GO:0004300	EC:4.2.1.17	KEGG:00930,KEGG:00632,KEGG:00380,KEGG:00903,KEGG:00062,KEGG:00650,KEGG:00310,KEGG:00640,KEGG:03320,KEGG:00071,KEGG:00280,KEGG:00410	PWY:ILEUDEG-PWY,PWY:ILEU-DEG2-PWY	COG:I	PF00378.12	echA14-echA14
Rv2487c	PE_PGRS42	Rv2487	2085	2795300	2797385	-	PE-PGRS family protein	chr						PF00934.12	PE_PGRS42-PE_PGRS42
Rv2488c		Rv2488	3414	2797466	2800880	-	transcriptional regulator, luxR-family	chr					COG:K,COG:R,COG:T	PF00196.11	Rv2488c-Rv2489c
Rv2489c		Rv2489	300	2800845	2801145	-	hypothetical alanine rich protein	chr							Rv2488c-Rv2489c
Rv2490c	PE_PGRS43	Rv2490	4983	2801253	2806236	-	PE-PGRS family protein	chr						PF00934.12	PE_PGRS43-PE_PGRS43
Rv2491			624	2806664	2807288	+	conserved hypothetical protein	chr					COG:R		Rv2491-Rv2492
Rv2492			753	2807277	2808030	+	hypothetical protein	chr							Rv2491-Rv2492
Rv2493			222	2808082	2808304	+	conserved hypothetical protein	chr							Rv2493-Rv2494
Rv2494			426	2808309	2808735	+	conserved hypothetical protein	chr					COG:R		Rv2493-Rv2494
Rv2495c	pdhC	Rv2495	1182	2808757	2809939	-	dihydrolipoamide S-acetyltransferase E2 component	chr	GO:0008415,GO:0005515,GO:0008152	EC:2.3.1.168	KEGG:00280	PWY:LCTACACAT-PWY,PWY:PYRUVDEHYD-PWY	COG:C	PF00198.15,PF00364.14,PF02817.9	pdhC-pdhA
Rv2496c	pdhB	Rv2496	1047	2809935	2810982	-	pyruvate dehydrogenase E1 component beta subunit	chr	GO:0003863	EC:1.2.4.4	KEGG:00280	PWY:LCTACACAT-PWY,PWY:PYRUVDEHYD-PWY	COG:C	PF02779.16,PF02780.12	pdhC-pdhA
Rv2497c	pdhA	Rv2497	1104	2810992	2812096	-	pyruvate dehydrogenase E1 component alpha subunit	chr	GO:0003863	EC:1.2.4.4	KEGG:00280	PWY:LCTACACAT-PWY,PWY:PYRUVDEHYD-PWY	COG:C	PF00676.12	pdhC-pdhA
Rv2498c	citE	Rv2498	822	2812354	2813176	-	citrate (pro-3s)-lyase beta subunit	chr	GO:0004419	EC:4.1.3.4	KEGG:00072,KEGG:00280,KEGG:00650		COG:G	PF03328.6	citE-scoA
Rv2499c		Rv2499	558	2813172	2813730	-	oxidase regulatory-related protein	chr					COG:I	PF01575.11	citE-scoA
Rv2500c	fadE19	Rv2500	1185	2813726	2814911	-	acyl-CoA dehydrogenase	chr	GO:0008470	EC:1.3.99.10	KEGG:00280	PWY:FAO-PWY	COG:I	PF00441.16,PF02770.11,PF02771.8,PF08028.3	citE-scoA
Rv2501c	accA1	Rv2501	1965	2814915	2816880	-	acetyl-/propionyl-CoA carboxylase alpha subunit	chr	GO:0004485	EC:6.4.1.4	KEGG:00280		COG:I	PF00289.14,PF00364.14,PF02785.11,PF02786.9	citE-scoA
Rv2502c	accD1	Rv2502	1590	2816884	2818474	-	acetyl-/propionyl-CoA carboxylase beta subunit	chr	GO:0004485	EC:6.4.1.4	KEGG:00280		COG:I	PF01039.14	citE-scoA
Rv2503c	scoB	Rv2503	657	2818470	2819127	-	succinyl-CoA:3-ketoacid-coenzyme A transferase beta subunit	chr	GO:0008260	EC:2.8.3.5	KEGG:00072,KEGG:00280,KEGG:00650		COG:I	PF01144.15	citE-scoA
Rv2504c	scoA	Rv2504	747	2819123	2819870	-	succinyl-CoA:3-ketoacid-coenzyme A transferase alpha subunit	chr	GO:0008260	EC:2.8.3.5	KEGG:00072,KEGG:00280,KEGG:00650		COG:I	PF01144.15	citE-scoA
Rv2505c	fadD35	Rv2505	1644	2819952	2821596	-	fatty-acid-CoA ligase	chr		EC:6.2.1.16,EC:6.2.1.3	KEGG:00650,KEGG:00071,KEGG:03320,KEGG:04920	PWY:P221-PWY	COG:Q,COG:I	PF00501.20	fadD35-fadD35
Rv2506			648	2821711	2822359	+	transcriptional regulator, tetR-family	chr						PF00440.15	Rv2506-Rv2506
Rv2507			822	2822437	2823259	+	conserved proline rich membrane protein	chr							Rv2507-Rv2507
Rv2508c		Rv2508	1338	2823255	2824593	-	conserved alanine and leucine rich membrane protein	chr					COG:R	PF07690.8	Rv2508c-Rv2508c
Rv2509			807	2824677	2825484	+	short-chain type dehydrogenase/reductase	chr					COG:R	PF00106.17,PF08659.2	Rv2509-Rv2509
