region	chromStart	chromEnd	type	strand	pre	post	description
908	1262158	1262271	intergenic	\N	PPE16	Rv1134	\N
909	1264128	1264313	intergenic	\N	Rv1135A	PPE16	\N
910	1264556	1264605	intergenic	\N	Rv1136	Rv1135A	\N
911	1264947	1265086	intergenic	\N	Rv1137c	Rv1136	\N
912	1265455	1265471	intergenic	\N	Rv1138c	Rv1137c	\N
913	1266985	1267346	intergenic	\N	Rv1140	Rv1139c	\N
914	1268195	1268202	intergenic	\N	echA11	Rv1140	\N
915	1269009	1269151	intergenic	\N	echA10	echA11	\N
916	1269958	1270061	intergenic	\N	mcr	echA10	\N
917	1271144	1271155	intergenic	\N	Rv1144	mcr	\N
918	1271908	1272422	intergenic	\N	mmpL13a	Rv1144	\N
919	1273334	1273354	intergenic	\N	mmpL13b	mmpL13a	\N
920	1274767	1274899	intergenic	\N	Rv1147	mmpL13b	\N
921	1275550	1276299	intergenic	\N	Rv1148c	Rv1147	\N
922	1277748	1277892	intergenic	\N	Rv1149	Rv1148c	\N
923	1278817	1278903	intergenic	\N	Rv1151c	Rv1150	\N
924	1279617	1279654	intergenic	\N	Rv1152	Rv1151c	\N
925	1281872	1282305	intergenic	\N	Rv1156	Rv1155	\N
926	1282893	1283055	intergenic	\N	Rv1157c	Rv1156	\N
927	1284171	1284178	intergenic	\N	Rv1158c	Rv1157c	\N
928	1284862	1284991	intergenic	\N	Rv1159	Rv1158c	\N
929	1286568	1286594	intergenic	\N	mutT2	Rv1159A	\N
930	1287020	1287327	intergenic	\N	narG	mutT2	\N
931	1291026	1291064	intergenic	\N	narH	narG	\N
932	1292741	1292797	intergenic	\N	narJ	narH	\N
933	1293403	1293405	intergenic	\N	narI	narJ	\N
934	1294146	1294167	intergenic	\N	typA	narI	\N
935	1296054	1296151	intergenic	\N	lpqW	typA	\N
936	1298059	1298086	intergenic	\N	Rv1167c	lpqW	\N
937	1298692	1298763	intergenic	\N	PPE17	Rv1167c	\N
938	1299804	1299821	intergenic	\N	PE11	PPE17	\N
939	1300124	1300303	intergenic	\N	mshB	PE11	\N
940	1301215	1301306	intergenic	\N	Rv1171	mshB	\N
941	1301747	1301754	intergenic	\N	PE12	Rv1171	\N
942	1302681	1302930	intergenic	\N	fbiC	PE12	\N
943	1305501	1305668	intergenic	\N	TB8.4	fbiC	\N
944	1306001	1306201	intergenic	\N	fadH	TB8.4	\N
945	1308792	1309004	intergenic	\N	fdxC	Rv1176c	\N
946	1309331	1309363	intergenic	\N	Rv1178	fdxC	\N
947	1310452	1310479	intergenic	\N	Rv1179c	Rv1178	\N
948	1313299	1313724	intergenic	\N	pks3	Rv1179c	\N
949	1315191	1315233	intergenic	\N	pks4	pks3	\N
950	1319982	1320034	intergenic	\N	papA3	pks4	\N
951	1321453	1321519	intergenic	\N	mmpL10	papA3	\N
952	1324528	1324531	intergenic	\N	Rv1184c	mmpL10	\N
953	1325611	1325775	intergenic	\N	fadD21	Rv1184c	\N
954	1327512	1327688	intergenic	\N	Rv1186c	fadD21	\N
955	1329305	1329389	intergenic	\N	rocA	Rv1186c	\N
956	1332010	1332091	intergenic	\N	sigI	Rv1188	\N
957	1332964	1332979	intergenic	\N	Rv1190	sigI	\N
958	1333858	1333930	intergenic	\N	Rv1191	Rv1190	\N
959	1334845	1334926	intergenic	\N	Rv1192	Rv1191	\N
960	1335754	1335793	intergenic	\N	fadD36	Rv1192	\N
961	1337215	1337247	intergenic	\N	Rv1194c	fadD36	\N
962	1338513	1339002	intergenic	\N	PE13	Rv1194c	\N
963	1339302	1339348	intergenic	\N	PPE18	PE13	\N
964	1340524	1340658	intergenic	\N	esxK	PPE18	\N
965	1340955	1341005	intergenic	\N	esxL	esxK	\N
966	1341290	1341357	intergenic	\N	Rv1199c	esxL	\N
967	1342605	1342941	intergenic	\N	Rv1200	Rv1199c	\N
968	1345169	1345259	intergenic	\N	dapE	Rv1201c	\N
969	1346905	1346935	intergenic	\N	Rv1204c	Rv1203c	\N
970	1348624	1348718	intergenic	\N	Rv1205	Rv1204c	\N
971	1349282	1349331	intergenic	\N	fadD6	Rv1205	\N
972	1351125	1351190	intergenic	\N	folP2	fadD6	\N
973	1353118	1353156	intergenic	\N	Rv1209	Rv1208	\N
974	1354136	1354242	intergenic	\N	Rv1211	tagA	\N
975	1354470	1354497	intergenic	\N	Rv1212c	Rv1211	\N
976	1355661	1355835	intergenic	\N	glgC	Rv1212c	\N
977	1357050	1357292	intergenic	\N	PE14	glgC	\N
978	1357625	1357758	intergenic	\N	Rv1215c	PE14	\N
979	1359444	1359471	intergenic	\N	Rv1216c	Rv1215c	\N
980	1360146	1360154	intergenic	\N	Rv1217c	Rv1216c	\N
981	1363361	1363502	intergenic	\N	Rv1220c	Rv1219c	\N
982	1364150	1364412	intergenic	\N	sigE	Rv1220c	\N
983	1365186	1365343	intergenic	\N	Rv1222	sigE	\N
984	1365808	1365874	intergenic	\N	htrA	Rv1222	\N
985	1367461	1367462	intergenic	\N	tatB	htrA	\N
986	1367858	1367890	intergenic	\N	Rv1225c	tatB	\N
987	1368721	1368831	intergenic	\N	Rv1226c	Rv1225c	\N
988	1370825	1370919	intergenic	\N	lpqX	Rv1227c	\N
989	1371477	1371776	intergenic	\N	mrp	lpqX	\N
990	1372949	1372961	intergenic	\N	Rv1230c	mrp	\N
991	1374197	1374321	intergenic	\N	Rv1231c	Rv1230c	\N
992	1376168	1376229	intergenic	\N	Rv1233c	Rv1232c	\N
993	1376826	1376975	intergenic	\N	Rv1234	Rv1233c	\N
994	1377503	1377523	intergenic	\N	lpqY	Rv1234	\N
995	1379850	1379854	intergenic	\N	sugB	sugA	\N
996	1380679	1380683	intergenic	\N	sugC	sugB	\N
997	1381865	1381941	intergenic	\N	corA	sugC	\N
998	1383042	1383212	intergenic	\N	mdh	corA	\N
999	1384202	1384277	intergenic	\N	Rv1241	mdh	\N
1000	1384966	1384988	intergenic	\N	PE	Rv1242	\N
1001	1386677	1386856	intergenic	\N	lpqZ	PE	\N
1002	1387717	1387797	intergenic	\N	Rv1245c	lpqZ	\N
1003	1388628	1388684	intergenic	\N	Rv1246c	Rv1245c	\N
1004	1389244	1389356	intergenic	\N	kgd	Rv1247c	\N
1005	1393001	1393193	intergenic	\N	Rv1249c	kgd	\N
1006	1393982	1394178	intergenic	\N	Rv1250	Rv1249c	\N
1007	1399240	1399295	intergenic	\N	lRv1252c	Rv1251c	\N
1008	1399904	1399969	intergenic	\N	deaD	lRv1252c	\N
1009	1404603	1404716	intergenic	\N	Rv1257c	cyp130	\N
1010	1408238	1408239	intergenic	\N	Rv1260	Rv1259	\N
1011	1409358	1409483	intergenic	\N	Rv1261c	Rv1260	\N
1012	1409933	1409937	intergenic	\N	Rv1262c	Rv1261c	\N
1013	1410372	1410430	intergenic	\N	amiB2	Rv1262c	\N
1014	1411819	1411893	intergenic	\N	Rv1264	amiB2	\N
1015	1413087	1413259	intergenic	\N	Rv1265	Rv1264	\N
1016	1413940	1413959	intergenic	\N	pknH	Rv1265	\N
1017	1415840	1416180	intergenic	\N	embR	pknH	\N
1018	1417347	1417657	intergenic	\N	Rv1268c	embR	\N
1019	1418356	1418578	intergenic	\N	Rv1269c	Rv1268c	\N
1020	1418953	1419013	intergenic	\N	lprA	Rv1269c	\N
1021	1419748	1419960	intergenic	\N	Rv1271c	lprA	\N
1022	1420302	1420409	intergenic	\N	Rv1272c	Rv1271c	\N
1023	1424050	1424196	intergenic	\N	lprB	Rv1273c	\N
1024	1425293	1425437	intergenic	\N	Rv1276c	lprC	\N
1025	1425914	1426163	intergenic	\N	Rv1277	Rv1276c	\N
1026	1430041	1430061	intergenic	\N	Rv1279	Rv1278	\N
1027	1431648	1431664	intergenic	\N	oppA	Rv1279	\N
1028	1437117	1437323	intergenic	\N	Rv1284	oppB	\N
1029	1437815	1437908	intergenic	\N	cysD	Rv1284	\N
1030	1440751	1440804	intergenic	\N	Rv1287	cysN	\N
1031	1441290	1441347	intergenic	\N	Rv1288	Rv1287	\N
1032	1442718	1442766	intergenic	\N	Rv1289	Rv1288	\N
1033	1443399	1443481	intergenic	\N	Rv1290c	Rv1289	\N
1034	1445047	1445057	intergenic	\N	Rv1290A	Rv1290c	\N
1035	1445372	1445498	intergenic	\N	Rv1291c	Rv1290A	\N
1036	1445834	1446192	intergenic	\N	Rvnt18	Rv1291c	\N
1037	1446265	1446378	intergenic	\N	argS	Rvnt18	\N
1038	1449371	1449374	intergenic	\N	thrA	lysA	\N
1039	1451779	1451996	intergenic	\N	thrB	thrC	\N
1040	1452947	1453203	intergenic	\N	rho	thrB	\N
1041	1455012	1455162	intergenic	\N	rpmE	rho	\N
1042	1455405	1455494	intergenic	\N	prfA	rpmE	\N
1043	1457542	1457557	intergenic	\N	Rv1301	hemK	\N
1044	1458211	1458294	intergenic	\N	rfe	Rv1301	\N
1045	1459509	1459765	intergenic	\N	Rv1303	rfe	\N
1046	1460996	1461044	intergenic	\N	atpE	atpB	\N
1047	1461290	1461320	intergenic	\N	atpF	atpE	\N
1048	1461836	1461842	intergenic	\N	atpH	atpF	\N
1049	1463183	1463227	intergenic	\N	atpA	atpH	\N
1050	1464877	1464883	intergenic	\N	atpG	atpA	\N
1051	1465801	1465840	intergenic	\N	atpD	atpG	\N
1052	1467301	1467314	intergenic	\N	atpC	atpD	\N
1053	1467680	1467687	intergenic	\N	Rv1312	atpC	\N
1054	1468131	1468170	intergenic	\N	Rv1313c	Rv1312	\N
1055	1469505	1469670	intergenic	\N	Rv1314c	Rv1313c	\N
1056	1470252	1470320	intergenic	\N	murA	Rv1314c	\N
1057	1471577	1471845	intergenic	\N	rrs	murA	\N
1058	1473382	1473657	intergenic	\N	rrl	rrs	\N
1059	1476795	1476898	intergenic	\N	rrf	rrl	\N
1060	1477013	1477133	intergenic	\N	ogt	rrf	\N
1061	1479118	1479198	intergenic	\N	Rv1318c	alkA	\N
1062	1480824	1480893	intergenic	\N	Rv1319c	Rv1318c	\N
1063	1482501	1482513	intergenic	\N	Rv1320c	Rv1319c	\N
1064	1484217	1484278	intergenic	\N	Rv1321	Rv1320c	\N
1065	1484959	1484981	intergenic	\N	Rv1322	Rv1321	\N
1066	1485278	1485312	intergenic	\N	Rv1322A	Rv1322	\N
1067	1485771	1485861	intergenic	\N	fadA4	Rv1322A	\N
1068	1487031	1487160	intergenic	\N	Rv1324	fadA4	\N
1069	1488075	1488153	intergenic	\N	PE	Rv1324	\N
1070	1489965	1490116	intergenic	\N	glgB	PE	\N
1071	1492312	1492319	intergenic	\N	glgE	glgB	\N
1072	1494425	1494563	intergenic	\N	glgP	glgE	\N
1073	1497155	1497194	intergenic	\N	dinG	glgP	\N
1074	1499189	1499212	intergenic	\N	Rv1330c	dinG	\N
1075	1500559	1500660	intergenic	\N	clpS	Rv1330c	\N
1076	1501582	1501598	intergenic	\N	Rv1333	Rv1332	\N
1077	1502633	1502640	intergenic	\N	Rv1334	Rv1333	\N
1078	1503081	1503102	intergenic	\N	Rv1335	Rv1334	\N
1079	1503384	1503393	intergenic	\N	cysM	Rv1335	\N
1080	1505890	1505916	intergenic	\N	Rv1339	murI	\N
1081	1506738	1506754	intergenic	\N	rph	Rv1339	\N
1082	1507534	1507572	intergenic	\N	Rv1341	rph	\N
1083	1508923	1508967	intergenic	\N	Rv1344	lprD	\N
1084	1512605	1512727	intergenic	\N	Rvnt19	Rv1347c	\N
1085	1512811	1513046	intergenic	\N	Rv1348	Rvnt19	\N
1086	1517362	1517490	intergenic	\N	fabG	Rv1349	\N
1087	1518560	1518762	intergenic	\N	Rv1352	Rv1351	\N
1088	1519134	1519199	intergenic	\N	Rv1353c	Rv1352	\N
1089	1519985	1520004	intergenic	\N	Rv1354c	Rv1353c	\N
1090	1521876	1521884	intergenic	\N	moeY	Rv1354c	\N
1091	1524820	1525292	intergenic	\N	Rv1357c	Rv1356c	\N
1092	1526216	1526611	intergenic	\N	Rv1358	Rv1357c	\N
1093	1530091	1530172	intergenic	\N	Rv1359	Rv1358	\N
1094	1530925	1531347	intergenic	\N	Rv1360	Rv1359	\N
1095	1532370	1532442	intergenic	\N	PPE19	Rv1360	\N
1096	1533633	1533947	intergenic	\N	Rv1362c	PPE19	\N
1097	1535392	1535682	intergenic	\N	Rv1364c	Rv1363c	\N
1098	1537644	1537782	intergenic	\N	rsfA	Rv1364c	\N
1099	1538169	1538389	intergenic	\N	Rv1366	rsfA	\N
1100	1539211	1539511	intergenic	\N	Rv1367c	Rv1366	\N
1101	1540645	1541019	intergenic	\N	lprF	Rv1367c	\N
1102	1541805	1541993	intergenic	\N	Rv1369c	lprF	\N
1103	1542878	1542928	intergenic	\N	Rv1370c	Rv1369c	\N
1104	1543255	1543358	intergenic	\N	Rv1371	Rv1370c	\N
1105	1546006	1546011	intergenic	\N	Rv1373	Rv1372	\N
1106	1546992	1547071	intergenic	\N	Rv1374c	Rv1373	\N
1107	1547530	1547831	intergenic	\N	Rv1375	Rv1374c	\N
1108	1551217	1551227	intergenic	\N	Rv1378c	Rv1377c	\N
1109	1561269	1561463	intergenic	\N	PE15	pyrF	\N
1110	1563388	1563693	intergenic	\N	mihF	PPE20	\N
1111	1564266	1564400	intergenic	\N	gmk	mihF	\N
1112	1565027	1565092	intergenic	\N	rpoZ	gmk	\N
1113	1565425	1565440	intergenic	\N	dfp	rpoZ	\N
1114	1566697	1566824	intergenic	\N	metK	dfp	\N
1115	1568036	1568108	intergenic	\N	Rv1393c	metK	\N
1116	1570969	1571046	intergenic	\N	Rv1395	cyp132	\N
1117	1572081	1572126	intergenic	\N	PE	Rv1395	\N
1118	1573857	1574111	intergenic	\N	Rv1397c	PE	\N
1119	1574767	1574849	intergenic	\N	lipH	Rv1398c	\N
1120	1575809	1575833	intergenic	\N	lipI	lipH	\N
1121	1576796	1576929	intergenic	\N	Rv1401	lipI	\N
1122	1577532	1577612	intergenic	\N	priA	Rv1401	\N
1123	1579580	1579597	intergenic	\N	Rv1403c	priA	\N
1124	1580422	1580590	intergenic	\N	Rv1404	Rv1403c	\N
1125	1581073	1581144	intergenic	\N	Rv1405c	Rv1404	\N
1126	1581969	1582165	intergenic	\N	fmt	Rv1405c	\N
1127	1584474	1584498	intergenic	\N	rpe	fmu	\N
1128	1587766	1587771	intergenic	\N	lprG	Rv1410c	\N
1129	1588482	1588566	intergenic	\N	ribC	lprG	\N
1130	1589172	1589385	intergenic	\N	Rv1413	ribC	\N
1131	1590292	1590396	intergenic	\N	ribA2	Rv1414	\N
1132	1591674	1591688	intergenic	\N	ribH	ribA2	\N
1133	1592614	1592638	intergenic	\N	lprH	Rv1417	\N
1134	1593325	1593504	intergenic	\N	Rv1419	lprH	\N
1135	1593978	1594041	intergenic	\N	uvrC	Rv1419	\N
1136	1598883	1598892	intergenic	\N	Rv1424c	whiA	\N
1137	1599654	1599657	intergenic	\N	Rv1425	Rv1424c	\N
1138	1601037	1601058	intergenic	\N	lipO	Rv1425	\N
1139	1603928	1603931	intergenic	\N	Rv1428c	fadD12	\N
1140	1604759	1604877	intergenic	\N	Rv1429	Rv1428c	\N
1141	1606146	1606385	intergenic	\N	PE16	Rv1429	\N
1142	1607972	1608082	intergenic	\N	Rv1431	PE16	\N
1143	1611270	1611433	intergenic	\N	Rv1433	Rv1432	\N
1144	1612249	1612255	intergenic	\N	Rv1434	Rv1433	\N
1145	1612950	1613306	intergenic	\N	gap	Rv1435c	\N
1146	1614326	1614328	intergenic	\N	pgk	gap	\N
1147	1616349	1616960	intergenic	\N	Rv1439c	tpi	\N
1148	1617386	1617836	intergenic	\N	secG	Rv1439c	\N
1149	1618070	1618208	intergenic	\N	PE	secG	\N
1150	1619684	1619790	intergenic	\N	bisC	PE	\N
1151	1622091	1622206	intergenic	\N	Rv1443c	bisC	\N
1152	1622692	1623286	intergenic	\N	Rv1444c	Rv1443c	\N
1153	1623697	1623713	intergenic	\N	devB	Rv1444c	\N
1154	1625365	1625417	intergenic	\N	zwf2	opcA	\N
1155	1628080	1628096	intergenic	\N	tkt	tal	\N
1156	1630199	1630637	intergenic	\N	PE	tkt	\N
1157	1634627	1635028	intergenic	\N	ctaB	PE	\N
1158	1635955	1636003	intergenic	\N	PE	ctaB	\N
1159	1638229	1638380	intergenic	\N	Rv1453	PE	\N
1160	1639646	1639673	intergenic	\N	qor	Rv1453	\N
1161	1640660	1640679	intergenic	\N	Rv1455	qor	\N
1162	1642425	1642536	intergenic	\N	Rv1457c	Rv1456c	\N
1163	1644260	1644362	intergenic	\N	Rv1459c	Rv1458c	\N
1164	1646138	1646185	intergenic	\N	Rv1460	Rv1459c	\N
1165	1651516	1651517	intergenic	\N	csd	Rv1463	\N
1166	1653578	1653672	intergenic	\N	fadE15	Rv1466	\N
1167	1655502	1655608	intergenic	\N	PE	fadE15	\N
1168	1656721	1656962	intergenic	\N	ctpD	PE	\N
1169	1658936	1658979	intergenic	\N	trxA	ctpD	\N
1170	1659354	1659369	intergenic	\N	trxB1	trxA	\N
1171	1659741	1659762	intergenic	\N	echA12	trxB1	\N
1172	1660620	1660655	intergenic	\N	Rv1473	echA12	\N
1173	1662284	1662380	intergenic	\N	Rv1473A	Rv1473	\N
1174	1662572	1662640	intergenic	\N	Rv1474c	Rv1473A	\N
1175	1663204	1663214	intergenic	\N	acn	Rv1474c	\N
1176	1666046	1666203	intergenic	\N	Rv1476	acn	\N
1177	1666764	1666989	intergenic	\N	Rv1477	Rv1476	\N
1178	1668408	1668418	intergenic	\N	Rv1478	Rv1477	\N
1179	1669144	1669282	intergenic	\N	moxR1	Rv1478	\N
1180	1671366	1671376	intergenic	\N	Rv1481	Rv1480	\N
1181	1672384	1672456	intergenic	\N	Rv1482c	Rv1481	\N
1182	1673299	1673439	promoter	+	fabG1	Rv1482c	promoter_fabG1-inhA
1183	1674183	1674201	intergenic	\N	inhA	fabG1	\N
1184	1675011	1675016	intergenic	\N	hemZ	inhA	\N
1185	1676883	1676940	intergenic	\N	Rv1487	Rv1486c	\N
1186	1677375	1677396	intergenic	\N	Rv1488	Rv1487	\N
1187	1678542	1678551	intergenic	\N	Rv1489	Rv1488	\N
1188	1678908	1678941	intergenic	\N	Rv1489A	Rv1489	\N
1189	1679172	1679321	intergenic	\N	Rv1490	Rv1489A	\N
1190	1680629	1681207	intergenic	\N	Rv1491c	Rv1490	\N
1191	1681966	1682156	intergenic	\N	mutA	Rv1491c	\N
1192	1686257	1686270	intergenic	\N	Rv1494	mutB	\N
1193	1687888	1687940	intergenic	\N	lipL	Rv1496	\N
1194	1689230	1689302	intergenic	\N	Rv1498c	lipL	\N
1195	1689920	1690133	intergenic	\N	Rv1498A	Rv1498c	\N
1196	1690346	1690406	intergenic	\N	Rv1499	Rv1498A	\N
1197	1690805	1690849	intergenic	\N	Rv1500	Rv1499	\N
1198	1691878	1691889	intergenic	\N	Rv1501	Rv1500	\N
1199	1692711	1692923	intergenic	\N	Rv1502	Rv1501	\N
1200	1693823	1693995	intergenic	\N	Rv1503c	Rv1502	\N
1201	1695144	1695280	intergenic	\N	Rv1505c	Rv1504c	\N
1202	1696443	1696726	intergenic	\N	Rv1507c	Rv1506c	\N
1203	1697859	1698094	intergenic	\N	Rv1508c	Rv1507A	\N
1204	1701093	1701294	intergenic	\N	Rv1510	Rv1509	\N
1205	1702593	1703073	intergenic	\N	gmdA	Rv1510	\N
1206	1705789	1705806	intergenic	\N	Rv1514c	Rv1513	\N
1207	1706595	1706629	intergenic	\N	Rv1515c	Rv1514c	\N
1208	1707526	1707528	intergenic	\N	Rv1516c	Rv1515c	\N
1209	1708539	1708870	intergenic	\N	Rv1517	Rv1516c	\N
1210	1709635	1709643	intergenic	\N	Rv1518	Rv1517	\N
1211	1710603	1710732	intergenic	\N	Rv1519	Rv1518	\N
1212	1711002	1711027	intergenic	\N	Rv1520	Rv1519	\N
1213	1712068	1712301	intergenic	\N	fadD25	Rv1520	\N
1214	1714053	1714171	intergenic	\N	mmpL12	fadD25	\N
1215	1717612	1717652	intergenic	\N	Rv1523	mmpL12	\N
1216	1718696	1718725	intergenic	\N	Rv1524	Rv1523	\N
1217	1719970	1720016	intergenic	\N	wbbL2	Rv1524	\N
1218	1722060	1722082	intergenic	\N	pks5	Rv1526c	\N
1219	1728409	1728952	intergenic	\N	papA4	pks5	\N
1220	1729450	1729501	intergenic	\N	fadD24	papA4	\N
1221	1731256	1731372	intergenic	\N	adh	fadD24	\N
1222	1733039	1733115	intergenic	\N	Rv1532c	Rv1531	\N
1223	1733550	1733609	intergenic	\N	Rv1533	Rv1532c	\N
1224	1735411	1735975	intergenic	\N	Rv1535	Rv1534	\N
1225	1736212	1736518	intergenic	\N	ileS	Rv1535	\N
1226	1739644	1739855	intergenic	\N	dinX	ileS	\N
1227	1742192	1742243	intergenic	\N	lspA	ansA	\N
1228	1743771	1743777	intergenic	\N	lprI	Rv1540	\N
1229	1744371	1744425	intergenic	\N	glbN	lprI	\N
1230	1744836	1745063	intergenic	\N	Rv1543	glbN	\N
1231	1746089	1746093	intergenic	\N	Rv1544	Rv1543	\N
1232	1746897	1746918	intergenic	\N	Rv1545	Rv1544	\N
1233	1747146	1747194	intergenic	\N	Rv1546	Rv1545	\N
1234	1747626	1747693	intergenic	\N	dnaE1	Rv1546	\N
1235	1751248	1751296	intergenic	\N	PPE21	dnaE1	\N
1236	1753333	1753509	intergenic	\N	fadD11.1	PPE21	\N
1237	1755431	1755444	intergenic	\N	plsB1	fadD11	\N
1238	1757310	1757680	intergenic	\N	frdA	plsB1	\N
1239	1759432	1759434	intergenic	\N	frdB	frdA	\N
1240	1760929	1760996	intergenic	\N	Rv1556	frdD	\N
1241	1761605	1761743	intergenic	\N	mmpL6	Rv1556	\N
1242	1762937	1762946	intergenic	\N	Rv1558	mmpL6	\N
1243	1763393	1763427	intergenic	\N	ilvA	Rv1558	\N
1244	1764717	1764754	intergenic	\N	Rv1560	ilvA	\N
1245	1764973	1764978	intergenic	\N	Rv1561	Rv1560	\N
1246	1765383	1765399	intergenic	\N	treZ	Rv1561	\N
1247	1769432	1769435	intergenic	\N	treX	treY	\N
1248	1771601	1771639	intergenic	\N	Rv1565c	treX	\N
1249	1773829	1773927	intergenic	\N	Rv1566c	Rv1565c	\N
1250	1774620	1774859	intergenic	\N	Rv1567c	Rv1566c	\N
1251	1775144	1775391	intergenic	\N	bioA	Rv1567c	\N
1252	1779048	1779193	intergenic	\N	Rv1572c	Rv1571	\N
1253	1779298	1779313	intergenic	\N	Rv1573	Rv1572c	\N
1254	1779724	1779929	intergenic	\N	Rv1574	Rv1573	\N
1255	1782064	1782071	intergenic	\N	Rv1577c	Rv1576c	\N
1256	1782584	1782757	intergenic	\N	Rv1578c	Rv1577c	\N
1257	1783228	1783308	intergenic	\N	Rv1579c	Rv1578c	\N
1258	1783892	1783905	intergenic	\N	Rv1581c	Rv1580c	\N
1259	1784301	1784496	intergenic	\N	Rv1582c	Rv1581c	\N
1260	1786528	1786583	intergenic	\N	Rv1585c	Rv1584c	\N
1261	1789163	1789167	intergenic	\N	Rv1588c	Rv1587c	\N
1262	1789836	1790283	intergenic	\N	bioB	Rv1588c	\N
1263	1792235	1792399	intergenic	\N	Rv1592c	Rv1591	\N
1264	1793740	1793996	intergenic	\N	Rv1593c	Rv1592c	\N
1265	1794707	1794755	intergenic	\N	nadA	Rv1593c	\N
1266	1798245	1798293	intergenic	\N	Rv1597	nadC	\N
1267	1799052	1799072	intergenic	\N	Rv1598c	Rv1597	\N
1268	1799483	1799582	intergenic	\N	hisD	Rv1598c	\N
1269	1803284	1803293	intergenic	\N	hisA	hisH	\N
1270	1804031	1804038	intergenic	\N	impA	hisA	\N
1271	1804851	1804852	intergenic	\N	hisF	impA	\N
1272	1806000	1806180	intergenic	\N	chaA	hisI	\N
1273	1807263	1807297	intergenic	\N	bcpB	chaA	\N
1274	1807762	1807902	intergenic	\N	trpE	bcpB	\N
1275	1810150	1810239	intergenic	\N	trpC	Rv1610	\N
1276	1811058	1811126	intergenic	\N	trpB	trpC	\N
1277	1814577	1815252	intergenic	\N	Rv1615	lgt	\N
1278	1816081	1816188	intergenic	\N	pykA	Rv1616	\N
1279	1817607	1817614	intergenic	\N	tesB1	pykA	\N
1280	1818517	1818574	intergenic	\N	Rv1619	tesB1	\N
1281	1823273	1823359	intergenic	\N	cydB	cydD	\N
1282	1824400	1824429	intergenic	\N	cydA	cydB	\N
1283	1825887	1825997	intergenic	\N	Rv1624c	cydA	\N
1284	1826585	1826613	intergenic	\N	cya	Rv1624c	\N
1285	1827945	1828014	intergenic	\N	Rvnt20	cya	\N
1286	1828088	1828179	intergenic	\N	Rv1626	Rvnt20	\N
1287	1828797	1828864	intergenic	\N	Rv1627c	Rv1626	\N
1288	1830561	1830664	intergenic	\N	polA	Rv1628c	\N
1289	1833379	1833541	intergenic	\N	rpsA	polA	\N
1290	1834987	1835012	intergenic	\N	coaE	rpsA	\N
1291	1836236	1836386	intergenic	\N	Rv1632c	coaE	\N
1292	1836830	1837074	intergenic	\N	uvrB	Rv1632c	\N
1293	1842242	1842450	intergenic	\N	TB15.3	Rv1635c	\N
1294	1842891	1842897	intergenic	\N	Rv1637c	TB15.3	\N
1295	1843692	1843740	intergenic	\N	uvrA	Rv1637c	\N
1296	1846659	1846715	intergenic	\N	Rv1638A	uvrA	\N
1297	1846973	1846988	intergenic	\N	Rv1639c	Rv1638A	\N
1298	1848458	1848516	intergenic	\N	lysS	Rv1639c	\N
1299	1852035	1852272	intergenic	\N	infC	lysS	\N
1300	1852878	1852927	intergenic	\N	rpmI	infC	\N
1301	1853122	1853183	intergenic	\N	rplT	rpmI	\N
1302	1853573	1853605	intergenic	\N	tsnR	rplT	\N
1303	1854388	1854398	intergenic	\N	Rv1645c	tsnR	\N
1304	1855454	1855763	intergenic	\N	PE17	Rv1645c	\N
1305	1856696	1856773	intergenic	\N	Rv1647	PE17	\N
1306	1857724	1857730	intergenic	\N	Rv1648	Rv1647	\N
1307	1858537	1858732	intergenic	\N	pheS	Rv1648	\N
1308	1862253	1862346	intergenic	\N	PE	pheT	\N
1309	1865382	1865575	intergenic	\N	argC	PE	\N
1310	1871354	1871362	intergenic	\N	argG	argR	\N
1311	1872559	1872638	intergenic	\N	argH	argG	\N
1312	1874051	1874159	intergenic	\N	pks10	argH	\N
1313	1875221	1875303	intergenic	\N	pks7	pks10	\N
1314	1881684	1881703	intergenic	\N	pks8	pks7	\N
1315	1888020	1888025	intergenic	\N	pks9	pks17	\N
1316	1891079	1891225	intergenic	\N	pks11	pks9	\N
1317	1893562	1893576	intergenic	\N	Rv1667c	cyp139	\N
1318	1895342	1895724	intergenic	\N	Rv1669	Rv1668c	\N
1319	1896087	1896119	intergenic	\N	Rv1670	Rv1669	\N
1320	1896467	1896474	intergenic	\N	Rv1671	Rv1670	\N
1321	1896867	1896875	intergenic	\N	Rv1672c	Rv1671	\N
1322	1898207	1898299	intergenic	\N	Rv1673c	Rv1672c	\N
1323	1899232	1899259	intergenic	\N	Rv1674c	Rv1673c	\N
1324	1899916	1900240	intergenic	\N	Rv1675c	Rv1674c	\N
1325	1900975	1901046	intergenic	\N	Rv1676	Rv1675c	\N
1326	1902296	1902396	intergenic	\N	Rv1678	dsbF	\N
1327	1904420	1904428	intergenic	\N	Rv1680	fadE16	\N
1328	1906242	1906402	intergenic	\N	Rv1682	moeX	\N
1329	1907320	1907593	intergenic	\N	Rv1683	Rv1682	\N
1330	1911399	1911400	intergenic	\N	Rv1686c	Rv1685c	\N
1331	1912081	1912152	intergenic	\N	Rv1687c	Rv1686c	\N
1332	1912920	1912978	intergenic	\N	mpg	Rv1687c	\N
1333	1913590	1913601	intergenic	\N	tyrS	mpg	\N
1334	1914876	1915526	intergenic	\N	lprJ	tyrS	\N
